"Animal","symptoms1","symptoms2","symptoms3","symptoms4","symptoms5","Dangerous","Gender","Age"
"sheep","Barren ewes","Abortion","Poor conformation","Hairy Fleeces","Weight loss","Yes","Male",9
"chicken","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Male",6
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",24
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",3
"sheep","Poor immune function","Achomotrica","Dehydration","Death","Pains","Yes","Female",6
"hamster","Sudden death","Trouble walking","Paralysis","Depression","Convulsion","Yes","Male",2
"sheep","Fever","Swelling","Lameness","Heat","Pains","Yes","Male",8
"buffaloes","Lethargy","Loss of appetite","Difficulty in Swallowing","Weakness","Vision Problem","Yes","Female",15
"buffaloes","Decreased growth of bone","Depression","Grunting","Lameness","Weight loss","Yes","Male",13
"buffaloes","Diarrhea with muscus","Tensemus","Nose Bleeds","Flatulence","Pains","Yes","Female",16
"sheep","Fever","Reduce Reproductive potential","Agalactia","Loss of milk production","Sloughing of the tail","Yes","Female",6
"buffaloes","Fever","Reduce growth","Kid moratality","Weakness","Dullness","Yes","Female",13
"buffaloes","Sneezing","Epistaxis","Coughing","Difficulty in breathing","Nasal Discharge","No","Female",26
"chicken","Feather Loss","Feather Plucking","Coughing","Itching","Nasal Discharge","Yes","Female",6
"buffaloes","Fever","Hemolytic anemia","Sweats","congestion","Jaundice","Yes","Male",3
"sheep","Signs in rams","Signs in ewe","Underdeveloped muscles","Semen Examination","Reduce Lamp marking","Yes","Female",3
"fowl","Fever","Diarrhea","Muscle weakness","Muscle pain","Abdonormal discomfort","Yes","Female",5
"rabbit","Rhinitis","Pneumonia ","abscessess","Torticollis","Septicemia","Yes","Male",3
"sheep","Fever","Abortion","Vomiting","Weight loss","Anorexia","Yes","Female",1
"chicken","Heavy Breathing","Yellow in beak","Tail_Bobbing","Weakness","Sleeping Excessively","Yes","Male",5
"duck","Appetite varies","Diarrhea","Vomiting","Weight loss","Pain","Yes","Male",2
"rabbit","Red on affected area","Horny growth","Wart-like growth","Red skin","Lesions on ear","Yes","Female",10
"chicken","Pale comb","Lame","Death","Swolling of joint","Eye closed","Yes","Male",4
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",22
"pigs","Fever","Loss of appetite","Stumbling","Restlessness","Pains","Yes","Female",3
"buffaloes","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Male",16
"chicken","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Male",3
"donkey","Egg production stops","Broody behavior","loss of appetite","Weight loss","Constipation","Yes","Female",33
"chicken","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Male",7
"sheep","Bloody Diarhhea","Depression","Dullness","Death","Weakness","Yes","Male",4
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",8
"buffaloes","Sneezing","Epistaxis","Coughing","Difficulty in breathing","Nasal Discharge","No","Female",13
"buffaloes","Fever","Difficultty in Breathing","Yellow Eye","Sneezing","Diphtherictic","Yes","Female",3
"cattle"," abortion at the end of gestation","Fatigue","weak calves","Join pains","Swelling of internal organs","Yes","Female",17
"goat","fever","loss of appetite","rapid pulse and heart rates","lameness in affected leg","depression","Yes","Female",4
"buffaloes","Sharp Feather","Clubbed Feather","Eye disharge","Loss of powder down","Diarrhea","Yes","Male",1
"donkey","Continuous loss of weight","Regurgitation of food","wheezing","Excessive food intake","Undigested seeds","Yes","Female",12
"buffaloes","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Female",2
"buffaloes","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Female",25
"pigs","Smell of ammonia","Ulcer","Depression","Swelling","Pains","Yes","Male",9
"sheep","Fever","Lethargy","Blindness","Inappentence","Increased in breathing","Yes","Male",2
"buffaloes","Undigested in their feces","Loss of Appetite","Loss of pigment","Weakness","Bloody in feather","Yes","Male",12
"pigs","Poor immune function","Achomotrica","Dehydration","Death","Pains","Yes","Male",7
"buffaloes","Lepatomegaly","Splenomegaly","Vomiting","Swollen","Shaking oh head","Yes","Female",28
"buffaloes","Dyspnea","Sneezing","Coughing","Difficulty in breathing","Pain","Yes","Female",4
"chicken","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",9
"sheep","Poor immune function","Achomotrica","Dehydration","Death","Pains","Yes","Female",1
"duck","Sickness","Loss of  appetite","Vomiting","Weight loss","Raised growth or bump","Yes","Female",6
"goat","Berberi","Wasting","Nervous","Weight loss","Anorexia","Yes","Female",2
"buffaloes","Sneezing","Unilateral Nasal discharge","Gagging","Retching","Weight loss","Yes","Male",26
"buffaloes","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Male",10
"sheep","Fever","Tachypea","Swelling of head and neck","Anorexia","Nasal Discharge","Yes","Female",1
"buffaloes","Sneezing","Epistaxis","Coughing","Difficulty in breathing","Nasal Discharge","No","Female",18
"buffaloes","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Female",1
"mules","weight loss","dull ness","muscles problem","self-isolation","recumbency","Yes","Female",7
"chicken","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Male",2
"buffaloes","Overweight","Loss of Appetite","Ruffled feathers","Depression","Diarrhea","Yes","Male",6
"chicken","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Male",3
"chicken","Sharp Feather","Clubbed Feather","Eye disharge","Loss of powder down","Diarrhea","Yes","Male",8
"chicken","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Female",7
"goat","Fever","Hemolytic anemia","Hemoglobinuria","pulmonary congestion","Jaundice","Yes","Male",6
"chicken","Ruffled Appearance","Loss of Appetite","Vomiting","Green Dropping","Nasal Discharge","Yes","Female",2
"chicken","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Male",3
"chicken","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",9
"buffaloes","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",26
"rabbit","Loss of appetite","Swelling","Nasal Discharge","Blindness","Lethargy","Yes","Female",8
"sheep","Fever","Reduce Reproductive potential","Agalactia","Loss of milk production","Sloughing of the tail","Yes","Female",3
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",27
"buffaloes","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",1
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",24
"buffaloes","Fever","Diarrhea","Sneezing","Stiffness","Severe weekness and depression","Yes","Male",5
"goat","Watering of eyes","Redness of white of the eye","Swelling of eyelid","Cornea become cloudy","Tear production","Yes","Male",7
"chicken","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Male",7
"chicken","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Female",5
"pigs","Pyrexia","Oral lesion","Swelling","Lameness","Death","Yes","Male",5
"pigs","Fever","Depression","loss of appetite","Loss of appetite","Pains","Yes","Female",7
"buffaloes","Watery Eyes","Eye closed","Weight loss","Sneezing","Nervous Issue","Yes","Male",23
"buffaloes","Fever","Hemolytic anemia","Sweats","congestion","Jaundice","Yes","Male",7
"chicken","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Male",8
"duck","Bloody Urine","Diffculty breathing","Vomiting","Weight loss","Anorexia","Yes","Female",4
"sheep","Fetopelvic dispropotion","Uteria inertia","Despression","Death","Pains","Yes","Female",8
"horse","fever","mild colic","loss of tail tone","loss of appetite","depression","Yes","Female",29
"buffaloes","Fever","Depression","Lying down","Weak Pulse","Colic","Yes","Female",1
"chicken","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Male",3
"donkey","Bad breath","Pawing at the face or nose","cough ","Sneezing","Bleeding from the nose","Yes","Female",13
"sheep","Poor wool","Loss of Appetite","Lameness","Small size","Poor Body condition","Yes","Male",10
"buffaloes","Sneezing","Epistaxis","Coughing","Difficulty in breathing","Nasal Discharge","No","Female",18
"sheep","Reluctant Move","Loss of Appetite","Lameness","Death","Weakness","Yes","Female",4
"fowl","Fever","Wound lesion","Excess salivary","Difficult in walking","Pain","Yes","Male",7
"fowl","Fever","Dark colored bloody","Incoordination","Difficulty in breathing","Terminal convulsion","Yes","Male",1
"duck","Swollen lymph nodes","Difficulty walking","Back Pain","Lethargy","Vaginal Discharge","Yes","Female",8
"chicken","loss of appetite","Depression","Paralyzed leg","Weight loss","Anemia","No","Male",8
"chicken","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Male",7
"pigs","Fever","Reduce Reproductive potential","Agalactia","Loss of milk production","Sloughing of the tail","Yes","Female",4
"pigs","Formation of vesicles","Nostrils","Abnormally long leg","Scabs on lip","Pains","Yes","Male",1
"buffaloes","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Female",1
"buffaloes","Fever","Inflammed eye","Sneezing","Depression","Limping","Yes","Female",12
"pigs","lllthrift","Skin Lesion","Lameness","Swelling on theBody","Weight loss","Yes","Male",7
"sheep","Fever","Tachypea","Swelling of head and neck","Anorexia","Nasal Discharge","Yes","Female",6
"rabbit","Fever","Chills","Skin ulcer","Exhaustion","Swollen and painfull","Yes","Female",10
"buffaloes","Labored breathing","Dyspnea","Coughing","Depression","Anorexia","Yes","Male",19
"sheep","Isolation from flock","Stealing ","Nesting behaviour","Pawing at bedding","Pains","Yes","Female",11
"duck","Fever","Diarrhea","Coughing","Lethargy","Blue Eye","Yes","Male",5
"donkey","loss of appetite","lathargy","abortion","gurgling sound","Depression","Yes","Female",26
"chicken","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Male",7
"rabbit","Loss of appetite","Swelling","Nasal Discharge","Blindness","Lethargy","Yes","Female",10
"buffaloes","Fever","Diarrhea","Sneezing","Stiffness","Severe weekness and depression","Yes","Male",28
"buffaloes","Ulcers","Diarrhea","Back Pain","Tarry Stool","Enlarged lymph nodes","Yes","Male",3
"duck","Fever","Eye ulcer","Congestion","Depression","Pink eye","Yes","Male",10
"chicken","loss of appetite","thirst","ruffled feathers","Closed eyes","Diarrhea","Yes","Female",2
"horse","Sudden death","Trouble walking","Paralysis","Depression","Convulsion","Yes","Female",7
"goat","Gastritis","morbidity","Bloody","Mortality","Anemia","Yes","Female",13
"chicken","Stripped remiges","Less Feather growth","Ruffled feathers","Defienciency in vitamin","Diarrhea","Yes","Male",4
"sheep","Fever","Succumb","Spread of infection","Weight loss","Anorexia","Yes","Male",11
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",1
"pigs","lllthrift","Bottle jaw","Strange behaviour","Aneamia","Jaundice","Yes","Female",10
"chicken","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",9
"chicken","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Male",6
"hamster","Small red bumps","Pneumonia ","Septic Arthritis","Skin infection","Pain","Yes","Female",1
"pigs","weakness","decreased stool production","distended stomach","heavy breathing","restless movement","Yes","Female",11
"chicken","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Male",4
"buffaloes","Fever","Sour Throat","Mortality","Muscle aches","Abnormalities","Yes","Female",19
"fowl","Fever","Diarrhea","Vomiting","Dehydration","Pain","Yes","Female",1
"buffaloes","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",2
"sheep","Listless","Bottle jaw","Malpresentation","Death","Oxygen defiency","Yes","Female",1
"buffaloes","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",24
"chicken","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Male",3
"chicken","Weakness","Yellow or green dropping","Purplish combs","Wattles","Drop on egg production","No","Female",6
"hamster","Bald patches","Hair loss","Crusty","Flaky","Red lesion from bald patches","Yes","Male",1
"goat","Decreased milk","Holding limbs off the ground","Weight loss","Lameness","Wool production","Yes","Female",9
"chicken","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",8
"chicken","Legness","Paresis","Coughing","Weight loss","Shortness of breath","Yes","Male",6
"cattle","Severe","Diarrhea","Blood on faces","Appetite","Milk reduce","Yes","Female",19
"buffaloes","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Female",2
"cattle","Fever","Dull","Hind quarted soil","Animal stop feed","Decrease in milk production","Yes","Male",10
"chicken","Severe swellimg","Heavy Breathing","Diarrhea","Weight loss","Pain","No","Female",2
"buffaloes","Fever","Rhinorrhea","Coughing","Sneezing","Nasal Discharge","Yes","Male",18
"chicken","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Male",8
"goat","Watering of eyes","Redness of white of the eye","Swelling of eyelid","Cornea become cloudy","Tear production","Yes","Male",4
"cattle","fever","loss of appetite","swollen teats","lameness in affected leg","depression","Yes","Female",1
"buffaloes","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Female",13
"buffaloes","Feather Loss","Feather Plucking","Coughing","Itching","Nasal Discharge","Yes","Male",1
"duck","Limping","Willnot run to jump","Swelling ","Week legs","Pain on leg","Yes","Male",11
"rabbit","Loss of appetite","Swelling","Nasal Discharge","Blindness","Lethargy","Yes","Female",5
"buffaloes","Fever","Hepatitis","Skin rashes","Weight loss","Pain","No","Male",5
"buffaloes","Facial Swelling","Lacrimation","Diarrhea","Anorexia","Nasal Discharge","No","Female",17
"fowl","Fever","Dark colored bloody","Incoordination","Difficulty in breathing","Terminal convulsion","Yes","Male",1
"fowl","Bald patches","Hair loss","Crusty","Flaky","Red lesion from bald patches","Yes","Female",7
"fowl","Eye redness","Frequent eye Infections","Crusty eye lashes and matting of eyelashes","foul smelling stools"," increased passing gas","Yes","Female",7
"buffaloes","Dejection","Loss of appetite","Slow growth","Diarrhea","Lesion","No","Female",18
"chicken","Weakness","Diarrhea","High moratality","Dehydration","Anorexia","No","Male",4
"sheep","Sheep often bites","Fleece become thin","Loss of wool","Death","Pains","Yes","Male",7
"chicken","Neck paralysis","Diarrhea","ruffled feathers","Labored breathing","Weakness","No","Male",1
"buffaloes","Drooping wings","Depression","Nasal Discharge","Coughing","Greenish diarrhea","No","Female",13
